3.649153	13.316320
-2.837509	8.051459
9.738535	94.839072
-8.320274	69.226961
-4.993882	24.938860
6.226932	38.774686
-8.311538	69.081663
0.625079	0.390724
6.012460	36.149670
4.776465	22.814616
-7.166740	51.362168
-1.242115	1.542849
-2.992393	8.954413
-0.430050	0.184943
1.748068	3.055742
-7.083886	50.181442
8.106612	65.717160
2.803885	7.861771
-6.741209	45.443893
1.318212	1.737682
8.632323	74.516996
5.662038	32.058671
3.713743	13.791885
-0.675614	0.456455
-4.793638	22.978966
1.385363	1.919232
-5.024587	25.246472
-3.613968	13.060766
8.216045	67.503390
7.704401	59.357792
5.891788	34.713172
8.516196	72.525597
-6.423201	41.257511
0.350823	0.123077
2.540106	6.452140
8.263647	68.287860
3.279365	10.754235
-2.216144	4.911292
4.800152	23.041456
6.352697	40.356762
2.006896	4.027631
-8.300059	68.890975
8.447160	71.354512
-8.928044	79.709964
0.540499	0.292139
-7.622934	58.109130
-2.397140	5.746281
6.256651	39.145677
-5.118082	26.194760
7.688453	59.112312
4.252936	18.087464
-2.437031	5.939121
-5.021608	25.216545
-4.942925	24.432508
5.344872	28.567656
-9.002762	81.049729
3.705771	13.732741
2.405562	5.786731
4.933693	24.341323
9.545113	91.109182
-2.321730	5.390429
-4.795888	23.000541
7.549391	56.993300
6.121920	37.477900
-0.777578	0.604628
-8.180766	66.924936
1.285377	1.652193
-6.252342	39.091783
0.633792	0.401692
-2.899334	8.406135
-3.704330	13.722060
4.534829	20.564677
0.315457	0.099513
5.812898	33.789783
-5.910148	34.929854
3.562122	12.688710
-8.950289	80.107676
6.023447	36.281917
3.571373	12.754704
8.920179	79.569592
-8.168837	66.729900
8.168767	66.728761
0.199061	0.039625
2.298071	5.281132
-3.678576	13.531921
-8.450250	71.406731
7.012281	49.172089
-7.109462	50.544448
-2.590284	6.709572
2.447829	5.991865
9.951038	99.023158
0.346883	0.120328
9.810224	96.240501
-5.469311	29.913360
-2.039896	4.161177
3.931374	15.455700
-8.707185	75.815067
4.953232	24.534504
-1.591991	2.534437
6.226348	38.767414
